Размер выборки,Время выполнения,Время создания
0.1,2.851878563563029,1.1676647663116455
0.2,4.557528098424275,2.1112513542175293
0.30000000000000004,6.08178464571635,2.93053936958313
0.4,6.463116407394409,3.6869752407073975
0.5,7.690305789311727,4.650762319564819
0.6,7.775073051452637,5.234998464584351
0.7000000000000001,8.557133197784424,6.205506801605225
0.8,9.16006867090861,6.9747278690338135
0.9,10.350704272588095,7.791719198226929
1.0,11.081399520238241,9.341109037399292
